id,Nom,Adresse1,Adresse2,Adresse3,Code Postal,Commune,Code inse,Téléphone,Téléphone international,Mél,Site Web (URL),Fax,Fax international,Descriptif court (Standard),Classement HOT,Chaines,Longitude,Latitude,Altitude,Géolocalisation validée,,,,,,,,,,,,,,,
679589,Hôtel le Glacier,46 cours Aristide Briand,,,84100,Orange,84087,04 90 34 02 01,+334 90 34 02 01,info@le-glacier.com,http://www.le-glacier.com, , ,"Propriété de notre famille depuis 1947, l'hôtel Le Glacier vous accueille au coeur du centre historique d'Orange, sur un cours arboré , au milieu des terrasses des cafés et restaurants dans ses 33 chambres au charme cosy et tendance.",3 étoiles,,4.805451,44.136275,,1,,,,,,,,,,,,,,,
679590,Hôtel Le Louvre,89 avenue Frédéric Mistral,,,84100,Orange,84087,04 90 34 10 08,+334 90 34 10 08,louvre@brithotel.fr,http://www.hotel-louvre-orange.com, , ,"32 chambres, garage privé, parking bus et piscine. Climatisation, tv et ascenseurs .",3 étoiles,,4.818567,44.137106,,1,,,,,,,,,,,,,,,
679594,Ibis Budget,23 chemin de Queyradel,,,84100,Orange,84087,04 32 80 31 05,+334 32 80 31 05,H6671-re@accor.com,http://www.ibisbudget.com, , ,Cet établissement 2* de 70 chambres est situé à 10 min  du centre ville et de son théâtre antique.,2 étoiles,,4.797032,44.135477,,1,,,,,,,,,,,,,,,
679595,Ibis Orange Centre,32 rue Agis Rigord,,,84100,Orange,84087,04 90 34 35 35,+334 90 34 35 35,h0925@accor.com,http://www.ibishotel.com, , ,"A 10 minutes à pied du théâtre antique, au calme. 
Piscine, Parking fermé sous vidéo surveillance, wifi gratuit.",3 étoiles,,4.793996,44.13694,,1,,,,,,,,,,,,,,,
679596,Ibis Orange Sud,ZAC du Coudoulet,Péage Orange Sud,,84100,Orange,84087,04 90 51 40 40,+334 90 51 40 40,h4986@accor.com,http://www.ibishotel.com,04 90 51 40 44,+334 90 51 40 44,"A 2mn de la sortie 22 Orange sud sur A7 et 5mn du centre ville, l'hotel propose 77 chambres climatisées équipées en WIFI.",3 étoiles,,4.848908,44.11199,,1,,,,,,,,,,,,,,,
679597,Kyriad Orange Centre,86 avenue de l'Arc de Triomphe,,,84100,Orange,84087,04 90 51 87 87,+334 90 51 87 87,orange@kyriad.fr,http://www.kyriad-orange-centre.fr,04 90 34 35 89,+334 90 34 35 89,"L'hôtel Kyriad Orange centre, daté du XVIIeme siècle, classée par les beaux arts vous accueille pour un séjour placé sous le signe du tourisme et de la culture.",3 étoiles,,4.805864,44.139441,,1,,,,,,,,,,,,,,,
679601,Lou Cigaloun,4 rue Caristie,,,84100,Orange,84087,04 90 34 10 07,+334 90 34 10 07,contact@hotel-loucigaloun.com,http://www.hotel-loucigaloun.com, , ,"Au cœur de la ville romaine d’Orange, l’hôtel Lou Cigaloun, classé 3* est ouvert toute l’année. Installé dans une grande bâtisse du XVIIème siècle, il est situé au centre de la vieille ville dans une petite rue calme à 240 m du Théâtre Antique.",3 étoiles,,4.808383,44.138246,,1,,,,,,,,,,,,,,,
679603,Mas des Aigras,Chemin des Aigras,,,84100,Orange,84087,04 90 34 81 01,+334 90 34 81 01,mas-des-aigras@orange.fr,http://www.masdesaigras.com, , ,"Au cœur de la Provence et des vignes, à 4 kilomètres d’Orange centre, Sylvie et Alain Davi, vous accueillent au Mas des Aigras, une ancienne ferme en pierre de 9 chambres toutes climatisées, nichée dans un parc ombragé avec piscine et restaurant.",Sans étoile,,4.784438,44.160153,,1,,,,,,,,,,,,,,,
679604,Mercure,"258, Route de Caderousse",,,84100,Orange,84087,04 90 34 24 10,+334 90 34 24 10,h9703@accor.com,http://www.mercure.com/fr/hotel-9703-mercure-orange-centre-/index.shtml, , ,"Entièrement rénové l'hôtel Mercure Orange Centre 4* bénéficie d'un accès facile grâce aux autoroutes A7/A9. 
Situé à 20min à pied du théâtre antique célèbre pour le festival des Chorégies. Cet hôtel est le point de départ de vos escapades en Provence.",4 étoiles,,4.788252,44.136758,,1,,,,,,,,,,,,,,,
679606,Première Classe,191 chemin de la Sauvageonne,,,84100,Orange,84087,04 90 34 27 93,+334 90 34 27 93,orange@premiereclasse.fr,http://www.premiereclasse.com/fr/hotels/premiere-classe-orange,04 90 34 46 98,+334 90 34 46 98,"Hôtel idéalement situé sur l'axe A7/A9 sortie numéro 21, Orange centre.
A 35min de Nimes, 1h de Marseille et de Montpellier, et à 2h de Lyon.
L'hôtel est situé à 2 minutes du centre-ville ou vous pourrez découvrir le Théâtre Antique et l'Arc de Triomphe.",Sans étoile,,4.793502,44.134988,,1,,,,,,,,,,,,,,,
679610,Saint Florent,4 rue du Mazeau,,,84100,Orange,84087,04 90 34 18 53,+334 90 34 18 53,saintflorent8@yahoo.com,http://www.hotel-orange-saintflorent.com, , ,"Situé au centre-ville d'Orange, à proximité du théâtre romain, l'hôtel Saint Florent est un établissement 2 étoiles familial",2 étoiles,,4.807669,44.136316,,1,,,,,,,,,,,,,,,
679615,La Mère Germaine,3 rue du Commandant Lemaître,,,84230,Châteauneuf-du-Pape,84037,04 90 22 78 34,+334 90 22 78 34,contact@lameregermaine.fr,http://www.lameregermaine.fr, , ,"Au cœur d’une des plus belles cités de Provence, l’hôtel de charme « La Mère Germaine » vous propose 8 chambres rénovées et climatisées, salles de bains spacieuses. Télévision et accès wifi 4G gratuits.
Chambres de 95€ à 110€ petit-déjeuner compris.",Sans étoile,,4.831527,44.055729,,1,,,,,,,,,,,,,,,
679619,La Garbure,3 rue Joseph Ducos,,,84230,Châteauneuf-du-Pape,84037,04 90 83 75 08,+334 90 83 75 08,garbure@orange.fr,http://www.la-garbure.com, , ,"Au cœur du célèbre village de Chateauneuf du Pape, Madame et Monsieur Giansily vous attendent dans leur hôtel pour vous faire découvrir la Provence authentique.Quelques chambres au confort douillet sont à votre disposition.",Sans étoile,,4.831533,44.05604,,1,,,,,,,,,,,,,,,
679621,La Sommellerie,2268 Route de Roquemaure,,,84230,Châteauneuf-du-Pape,84037,04 90 83 50 00,+334 90 83 50 00,la-sommellerie@wanadoo.fr,http://www.la-sommellerie.fr, , ,"Sur la route des vignes, à deux kilomètres du centre de Châteauneuf-du-Pape, La Sommellerie est un havre de paix. Idéal pour se poser sur la terrasse, face au jardin et la piscine aux beaux jours ou dîner au coin de la cheminée en hiver. A découvrir!",3 étoiles,,4.795189,44.06435,,1,,,,,,,,,,,,,,,
679622,Novotel Avignon Nord,135 Avenue Louis Pasteur,,,84700,Sorgues,84129,04 90 03 85 00,+334 90 03 85 00,H0550@accor.com,http://www.novotel.com/fr/hotel-0550-novotel-avignon-nord/index.shtml,04 90 03 85 00,+334 90 03 85 00,"Le Novotel Avignon Nord, 4 étoiles, est l'escale incontournable d'un séjour d'affaire, d'une étape de voyage et le lieu de villégiature idéal pour les vacances.",4 étoiles,,4.890083,43.985744,,1,,,,,,,,,,,,,,,
683079,Hostellerie du Château des Fines Roches,1901 Route de Sorgues,,,84230,Châteauneuf-du-Pape,84037,04 90 83 70 23,+334 90 83 70 23,reservation@chateaufinesroches.com,http://www.chateaufinesroches.com, , ,Château de charme,4 étoiles,,4.848082,44.04377,,1,,,,,,,,,,,,,,,
687630,Hôtel-Restaurant Le Blanchon**,,Station de Chabanon,,4140,Selonnet,4203,06 60 25 11 56,+336 60 25 11 56,contact@hotelleblanchon.com,http://hotelleblanchon.com/, , ,"Au pied des pistes, l'hôtel restaurant, bar et terrasse, vous accueille dans un cadre familial.",2 étoiles,,6.298679,44.346662,,1,,,,,,,,,,,,,,,
687667,Hôtel-Restaurant Chez Le Poète**,,Le Village,,4140,Selonnet,4203,04 92 35 06 12,+334 92 35 06 12,chezlepoete@orange.fr,http://www.chez-le-poete.fr/hotel.html, , ,"Situé dans la vallée de la blanche, sur la place de Selonnet, vous découvrirez cet ancien relais de poste qui allie harmonieusement passé et modernité.",2 étoiles,,6.311893,44.371339,,1,,,,,,,,,,,,,,,
687732,Hôtel-Restaurant Le Relais de la Forge,,Le Village,,4140,Selonnet,4203,06 51 57 06 67,+336 51 57 06 67,relaisdelaforge@orange.fr,https://www.logishotels.com/fr/hotel/hotel-le-relais-de-la-forge-480?partid=661, , ,"Jusqu'au début du XXe siècle ce bâtiment était une forge où l'on ferrait
les chevaux et travaillait le fer. En Janvier 1985, elle fut transformée en Hôtel Restaurant.",,,6.312638,44.370732,,1,,,,,,,,,,,,,,,
689523,Hôtel-Restaurant La Chaumière,33 Gande-Rue,,,4140,Seyne,4205,04 92 35 00 48,+334 92 35 00 48,hotelrestaurantlachaumiere@orange.fr,http://www.hotel-seyne.com/index.html, , ,"Au cœur du village de Seyne, dans la vallée de la Blanche, un petit hôtel montagnard vous attend.",,,6.356167,44.350674,,1,,,,,,,,,,,,,,,
720786,Villa La Castellane,171 Avenue des thermes,BP 17,,4800,Gréoux-les-Bains,4094,04 92 78 00 31,+334 92 78 00 31,contact@villacastellane.com,http://www.villacastellane.com,04 92 78 09 77,+334 92 78 09 77,Hôtel - Restaurant**,2 étoiles,,5.890216,43.758192,,1,,,,,,,,,,,,,,,
724885,Les Alpes,19 Avenue des Alpes,,,4800,Gréoux-les-Bains,4094,04 92 74 24 24,+334 92 74 24 24,contact@hoteldesalpes04.fr,http://www.hoteldesalpes04.fr, , ,Hôtel - Restaurant***,3 étoiles,,5.8823,43.75867,,1,,,,,,,,,,,,,,,
729403,Le Verdon,43 Avenue du Colombier,,,4800,Gréoux-les-Bains,4094,08 26 46 81 83,+338 26 46 81 83,leverdon@chainethermale.fr,http://www.hotel-le-verdon.fr,04 92 70 43 99,+334 92 70 43 99,Hôtel - Restaurant***,3 étoiles,,5.89689,43.7582,,1,,,,,,,,,,,,,,,
729491,Lou Caleù,D 900 La Magdeleine,,,84750,Saint-Martin-de-Castillon,84112,04 90 75 28 88,+334 90 75 28 88,loucaleu@orange.fr,http://www.loucaleu.com/, , ,"Hôtel Restaurant de charme avec piscine, tennis et parking. Chambres avec terrasse, SdB, WC, TV, Wifi, climatisation. Restaurant fermé dimanche soir et lundi. Terrasse, parc ombragé, charme des pierres. Restaurant convivial et de qualité.",2 étoiles,,5.476598,43.856514,,1,,,,,,,,,,,,,,,
729628,Le Mas de la Crémaillère,776 Avenue des Thermes,Route de Riez,,4800,Gréoux-les-Bains,4094,08 26 46 81 82,+338 26 46 81 82,lacremaillere@chainethermale.fr,https://www.mascremailleregreoux.com,04 92 78 19 80,+334 92 78 19 80,Hôtel - Restaurant****,4 étoiles,,5.8974,43.7576,,1,,,,,,,,,,,,,,,
729816,Hôtel Restaurant Le Palais,24 Bis Place Gabriel Péri,,,84400,Apt,84003,04 90 04 89 32,+334 90 04 89 32,welcome@hotel-le-palais.com,http://www.hotel-le-palais.com, , ,"En centre-ville d'Apt, vous séjournerez dans l'une de nos 10 chambres confortables au calme. Demi-pension et panier repas sur demande. Recommandé par le Routard, GEOGuide, Petit futé.",2 étoiles,,5.395018,43.876236,,1,,,,,,,,,,,,,,,
729988,La Fontaine,Place Arsene Burle,,,4800,Saint-Martin-de-Brômes,4189,04 92 78 02 05,+334 92 78 02 05,hotel-rest-lafontaine@wanadoo.fr,http://www.hotel-la-fontaine-greoux.fr,04 92 78 02 21,+334 92 78 02 21,"""La Fontaine"" est situé au coeur de la Provence, dans le village de Saint Martin de Brômes, l'établissement dispose de 11 chambres pouvant accueillir de une à quatre personnes selon les chambres.",2 étoiles,,5.944532,43.769619,,1,,,,,,,,,,,,,,,
730164,Hôtel Restaurant Le Manoir,Quartier Salignan,,,84400,Apt,84003,04 90 74 08 00,+334 90 74 08 00,contact@hotel-lemanoir84.fr,http://www.hotel-lemanoir84.fr/, , ,"Hôtel restaurant Logis de 20 chambres, parc, piscine, climatisation, TNT
et canal+, partenaire Vélo loisir, local à vélo, parking privé et fermé,
restauration cuisine « fait maison », accueil groupes, petits animaux
admis.",3 étoiles,,5.353751,43.883833,,1,,,,,,,,,,,,,,,
730305,Hôtel Les Sables d'Ocre,Quartier Les Sablières,"338, Avenue Jean Étienne Astrée",,84220,Roussillon,84102,04 90 05 55 55,+334 90 05 55 55,sablesdocre@orange.fr,http://www.sablesdocre.com/, , ,Hôtel décoré de façon provençale au cœur d'un parc arboré avec piscine à proximité du centre du village. Chambres climatisées avec balcon ou terrasse privative. Parking sous alarme la nuit.,3 étoiles,,5.297252,43.895596,,1,,,,,,,,,,,,,,,
730311,Le Logis de la Rose,25 Rue Grande,,,4800,Gréoux-les-Bains,4094,06 43 49 63 91,+336 43 49 63 91,lelogisdelarose@wanadoo.fr,http://www.hotel-logisdelarose.com, , ,Hôtel - Restaurant le Logis de la Rose,Non Classé NN 2009,,5.883473,43.758593,,1,,,,,,,,,,,,,,,
730331,Ibis Budget Apt-Luberon,"523, Voie Domitienne",,,84400,Apt,84003,892700697,33892700697,h7284@accor.com,http://www.ibis.com/fr/france/discovering-ibis-budget-hotel/index.shtml, , ,"Situé en plein cœur du Luberon, cet hôtel saura vous séduire pour son confort, sa modernité et sa localisation idéale, à la fois en centre-ville et facile d'accès. Vous pourrez aisément flâner en ville et rejoindre à pied le marché du samedi matin.",2 étoiles,,5.385718,43.879382,,1,,,,,,,,,,,,,,,
730352,Domaine de Capelongue,Chemin des Cabanes,,,84480,Bonnieux,84020,04 90 75 89 78,+334 90 75 89 78,reservation@capelongue.com,http://www.capelongue.com/, , ,"Les chambres du Domaine de Capelongue & Spa portent en elles le charme de cette Provence de l’arrière-pays où l’on vient se réfugier. Les chambres sont les écrins de vos séjours d’été au soleil éclatant, ou de vos paisibles retraites d’hiver.",Non Classé NN 2009,,5.317709,43.821441,,1,,,,,,,,,,,,,,,
730457,Hôtel l'Oursin,1 avenue Denis Séméria,,,6230,Saint-Jean-Cap-Ferrat,6121,06 67 36 31 93,+336 67 36 31 93,reception@hoteloursin.com,http://www.hoteloursin.com/, , ,"L'hôtel l'Oursin est un hôtel de charme, situé en plein coeur du village, proche des plages et des commerces. Il dispose de 13 chambres",2 étoiles,,7.333383,43.689317,,1,,,,,,,,,,,,,,,
730476,Le Napoléon,7 Avenue de la Victoire,,,6320,La Turbie,6150,04 93 51 62 66,+334 93 51 62 66,le-napoleon@orange.fr,http://www.hotel-napoleon.net/, , ,"En plein centre de la Turbie, à côté du centre historique et du village médiéval, soyez les bienvenus à l'Hôtel Napoléon***.",3 étoiles,,7.399706,43.745558,,1,,,,,,,,,,,,,,,
730604,Arc en ciel,"4, avenue du Jardin Exotique",,,6360,Èze,6059,04 93 41 02 66,+334 93 41 02 66,reservation@arcenciel.fr,http://www.arcencieleze.fr/, , ,"Hôtel ouvert toute l'année, avec 6 chambres.",Sans étoile,,7.361728,43.729092,,1,,,,,,,,,,,,,,,
731318,Hôtel Restaurant Le Carina,Quartier Salignan - Le Chêne,,,84400,Apt,84003,04 90 74 16 05,+334 90 74 16 05,carina.apt84@orange.fr, , , ,"Hôtel familial : accueil personnalisé. Calme. Chambres spacieuses et lumineuses, toutes dotées d'un balcon et d'une salle de bain remise au goût du jour. Grand parking et piscine en saison.",2 étoiles,,5.354803,43.884036,,1,,,,,,,,,,,,,,,
731358,Le Clos du Buis,Rue Victor Hugo,,,84480,Bonnieux,84020,06 82 43 28 15,+336 82 43 28 15,contact@leclosdubuis.com,http://www.leclosdubuis.fr/, , ,"Maison de caractère à l’entrée du village. Chambres confortables avec vue. Grands espaces communs. Jardin arboré avec piscine chauffée, cuisine d’été équipée, parking privé.",3 étoiles,,5.306613,43.82361,,1,,,,,,,,,,,,,,,
731501,Auberge de Rustréou,3 Place de la Fête,,,84400,Rustrel,84103,04 90 04 90 90,+334 90 04 90 90,rustreou.hotel@orange.fr,http://www.rustreou-hotel-apt.fr/, , ,"Auberge familiale située au pied du Colorado Provençal, classé au patrimoine mondial de l'Unesco. Guide vert Michelin, Petit futé.",1 étoile,,5.484698,43.924439,,1,,,,,,,,,,,,,,,
731633,L'Aptois Hôtel,289 Cours Lauze de Perret,,,84400,Apt,84003,04 90 74 02 02,+334 90 74 02 02,contact@aptois-hotel.fr,http://www.aptois.fr/, , ,"L’Aptois Hôtel vous accueille de génération en génération depuis 1947. Situé au cœur du centre-ville d’Apt, il offre un accès direct aux différents sites touristiques : le Colorado de Rustrel, le Conservatoire à Roussillon et les Mines de Bruoux à Gargas.",2 étoiles,,5.399932,43.875676,,1,,,,,,,,,,,,,,,
731684,Hôtel*** Les Ambres,770 route d’Apt,Le Bois de la Cour - D 104,,84220,Roussillon,84102,04 90 05 65 46,+334 90 05 65 46,contact@hotellesambres.com,http://www.hotellesambres.com, , ,"Hôtel de 17 chambres  avec PISCINE & TENNIS dans un parc de  2ha fleuri et arboré…Le calme assuré, à seulement 1,5km du village. Parking gratuit fermé la nuit. Petit-déjeuner buffet.
Chambres climatisées, spacieuses et joliment décorées.",3 étoiles,,5.307833,43.897245,,1,,,,,,,,,,,,,,,
731796,La Maison des Ocres,457 Avenue Dame Sirmonde,D169 Route de Gordes,,84220,Roussillon,84102,04 90 05 60 50,+334 90 05 60 50,contact@lamaisondesocres-hotel.com,http://lamaisondesocres-hotel.com/, , ,Hôtel de 18 chambres récemment rénové en 2016. Classé 3*** depuis mai 2017. Piscine - parking privé.,3 étoiles,,5.289438,43.902966,,1,,,,,,,,,,,,,,,
731926,Luberon l'hôtel,785 Avenue Victor Hugo,,,84400,Apt,84003,09 53 16 30 95,+339 53 16 30 95,luberonlhotel@outlook.com, , , ,"Petit hôtel coquet, son style baroque vous fera voyager dans le passé. Décoré de meubles anciens, il dispose de tout le confort moderne.",2 étoiles,,5.384728,43.880269,,1,,,,,,,,,,,,,,,
731958,Le Clos de la Glycine,Place de la Poste,,,84220,Roussillon,84102,04 90 05 60 13,+334 90 05 60 13,contact@luberon-hotel.fr,http://www.luberon-hotel.fr/, , ,"Petit hôtel de charme 3* au cœur du village de Roussillon,  vue sur les falaises d'ocre. Chambres personnalisées. Le Restaurant David vous fera découvrir une cuisine raffinée face à une symphonie de couleurs.",3 étoiles,,5.293871,43.902346,,1,,,,,,,,,,,,,,,
732079,Coquillade Village,Le Perrotet,,,84400,Gargas,84047,04 90 74 71 71,+334 90 74 71 71,info@coquillade.fr,http://www.coquillade.fr, , ,"Au cœur du Luberon et d'une exploitation oenotouristique, découvrez Coquillade Village, établissement Relais et Châteaux 5* : 63 chambres et suites, 3 restaurants, Spa d'exception de 1500 m², centre de location de vélos BMC Cycling Center, vignoble Aureto",5 étoiles,,5.31667,43.88,,1,,,,,,,,,,,,,,,
732238,Hôtel Blanche-Neige,10 avenue de Valberg,,,6470,Valberg,6906,04 93 02 50 04,+334 93 02 50 04,contact@hotelblancheneige.fr,http://www.hotelblancheneige.fr, , ,Hôtel de charme en centre station,3 étoiles,,6.931859,44.09439,1700,1,,,,,,,,,,,,,,,
732294,Le Phébus & Spa,Route de Murs,,,84220,Joucas,84057,04 90 05 78 83,+334 90 05 78 83,phebus@relaischateaux.com,https://www.lephebus.com, , ,"Mas en pierres sèches rebâti sur des vestiges datant des Chevaliers de l'ordre de Malte. Relais et Châteaux, restaurant étoilé et Spa Carita.",5 étoiles,,5.256004,43.929076,,1,,,,,,,,,,,,,,,
733455,Hostellerie Jéôme,"20, rue Comte de Cessole",,,6320,La Turbie,6150,04 92 41 51 51,+334 92 41 51 51,hostellerie.jerome@wanadoo.fr,http://www.hostelleriejerome.com,04 92 41 51 50,+334 92 41 51 50,Court Court Court Court Court,,,7.400415,43.745006,,1,,,,,,,,,,,,,,,
734104,Hôtel Sainte Anne,62 Place du Faubourg du Ballet,,,84400,Apt,84003,04 90 74 18 04,+334 90 74 18 04,contact@apt-hotel.com,http://www.apt-hotel.com/fr/, , ,"L'hôtel Sainte Anne à Apt dans le Luberon, est une ancienne maison de famille construite au XIXè s. Sur la place Faubourg du Ballet, l'hôtel a le plaisir de vous accueillir dans ses 7 ch personnalisées et climatisées, avec vue sur les toits de la ville.",3 étoiles,,5.39366,43.877523,,1,,,,,,,,,,,,,,,
734137,Hôtel Restaurant Panoramique César,Place de la Liberté,,,84480,Bonnieux,84020,04 90 75 96 35,+334 90 75 96 35,lumieresdeprovence@wanadoo.fr,http://www.hotel-restaurant-cesar-bonnieux.fr,04 90 75 96 35,+334 90 75 96 35,"Hôtel restaurant familial bénéficiant d'une vue incroyable et d'un restaurant au produits frais. Certaines de nos chambres bénéficient d'une vue magnifique sur le Luberon et le château du Marquis de Sade, avec terrasses privées.",,,5.307258,43.822947,,1,,,,,,,,,,,,,,,
734300,La Réserve de Beaulieu Hôtel & Spa,5 boulevard Maréchal Leclerc,,,6310,Beaulieu-sur-Mer,6011,493010001,33493010001,reservation@reservebeaulieu.com,http://www.reservebeaulieu.fr, , ,"La Réserve de Beaulieu vous séduira par son panorama sur la baie de St Jean.
Doté de chambres, suites et villa, un restaurant étoilé, un bistrot, une piscine d’eau de mer chauffée à 28°C tout au long de l’année, et un spa signé Maria Galland.",5 étoiles,,7.335408,43.705545,,1,,,,,,,,,,,,,,,
734318,Hostellerie des Commandeurs,Le Village,Route de Murs,,84220,Joucas,84057,04 90 05 78 01,+334 90 05 78 01,hostellerie@lescommandeurs.com,http://www.lescommandeurs.com/, , ,"Hôtel-Restaurant 2 étoiles situé au cœur du Luberon, conjugue simplicité, authenticité et convivialité. Idéalement situé entre Gordes et Roussillon, le village de Joucas vous invite au silence et au repos.",2 étoiles,,5.253817,43.925657,,1,,,,,,,,,,,,,,,
734371,Le Mas des Herbes Blanches,Route de Murs,,,84220,Joucas,84057,04 90 05 79 79,+334 90 05 79 79,reservation@herbesblanches.com,http://www.herbesblanches.com/,04 90 05 71 96,+334 90 05 71 96,"Le Mas des Herbes Blanches est un des premiers Relais et Châteaux dans le Lubéron, Dans son écrin naturel, au cœur de ce site exceptionnel, il est un joyau. Secret, Intimiste, Privilégié.",5 étoiles,,5.243097,43.93462,,1,,,,,,,,,,,,,,,
734480,Hostellerie Le Roy Soleil,196 Route des Beaumettes,Hameau du Fort,,84560,Ménerbes,84073,04 90 72 25 61,+334 90 72 25 61,reservation@roy-soleil.com,http://www.roy-soleil.com, , ,,Non Classé NN 2009,,5.202994,43.843605,,1,,,,,,,,,,,,,,,
734670,Domaine des Andéols,Les Andéols,,,84490,Saint-Saturnin-lès-Apt,84118,04 90 75 50 63,+334 90 75 50 63,info@andeols.com,http://www.andeols.com/,04 90 75 43 22,+334 90 75 43 22,Le Domaine des Andéols est composé de 9 maisons.,Non Classé NN 2009,,5.364689,43.931777,,1,,,,,,,,,,,,,,,
734729,Hôtel Restaurant des Voyageurs,2 Place Gambetta,,,84490,Saint-Saturnin-lès-Apt,84118,04 90 75 42 08,+334 90 75 42 08,hotel.rest.voyageur@orange.fr,http://www.voyageursenprovence.fr/,04 90 75 50 58,+334 90 75 50 58,"Nous vous accueillons au cœur du village, dans un bâtiment plein de charme, ancienne auberge et relais de poste.",Non Classé NN 2009,,5.383167,43.943101,,1,,,,,,,,,,,,,,,
735245,Les Colonnes,8 Avenue des Marronniers,,,4800,Gréoux-les-Bains,4094,04 92 70 46 46,+334 92 70 46 46,hoteldescolonnes@orange.fr,http://www.hoteldescolonnes.fr, , ,Hôtel - Restaurant**,2 étoiles,,5.885449,43.758395,,1,,,,,,,,,,,,,,,
738403,Hôtel du Terreau,21 Place du Terreau,,,4100,Manosque,4112,04 92 72 15 50,+334 92 72 15 50,hotelduterreau@orange.fr,http://hotelmanosque.fr/,04 92 72 80 42,+334 92 72 80 42,Logis 2 cheminées. L'authenticité et le charme de la Provence au coeur de la ville de Manosque.,,,5.781629,43.832766,,1,,,,,,,,,,,,,,,
741492,Hôtel Versailles,7 bd Princesse Grace de Monaco,,,6230,Villefranche-sur-Mer,6159,04 93 76 52 52,+334 93 76 52 52,contact@hotelversailles.com,http://www.hotelversailles.com, , ,"Idéalement situé en surplomb de la rade de Villefranche-sur-Mer, l’une des plus belles baies du monde, le Versailles vous offre une expérience unique au cœur de la Côte d’Azur.",3 étoiles,,7.30559,43.700006,,1,,,,,,,,,,,,,,,
741493,Hôtel La Régence,2 avenue Maréchal Foch,,,6230,Villefranche-sur-Mer,6159,04 93 01 70 91,+334 93 01 70 91,thierry.laregence@gmail.com,http://www.laregence-hotel.fr, , ,"Petit Hotel familial de 10 chambres rénovées, salle de bain (douche,wc), wifi mais sans télévision. Sèche cheveux",1 étoile,,7.308429,43.702724,,1,,,,,,,,,,,,,,,
741494,Hôtel de La Darse,32 avenue Général de Gaulle,Port de la Darse,,6230,Villefranche-sur-Mer,6159,04 93 01 72 54,+334 93 01 72 54,info@hoteldeladarse.com,http://www.hoteldeladarse.com,04 93 01 84 37,+334 93 01 84 37,"Sur le port de plaisance, à quelques pas des eaux cristallines de la rade de Villefranche,cet hôtel de charme bénéficie d'un emplacement privilégié.Propriété de la même famille depuis plus de 90 ans,entièrement restauré,et à
l’atmosphère unique.",Non Classé NN 2009,,7.309375,43.699717,,1,,,,,,,,,,,,,,,
741495,Hôtel Welcome,3 quai de l'Amiral Courbet,,,6230,Villefranche-sur-Mer,6159,04 93 762 762,+334 93 762 762,resa@welcomehotel.com,http://www.welcomehotel.com, , ,"L' Hôtel Welcome est idéalement situé sur les quais au cœur de la vieille ville, à côté de la Chapelle Cocteau. Toutes les chambres disposent d'un balconet d'une vue imprenable sur la mer.",4 étoiles,,7.311852,43.703352,,1,,,,,,,,,,,,,,,
741496,Hôtel La Flore,5 bd Princesse Grace de Monaco,,,6230,Villefranche-sur-Mer,6159,04 93 76 30 30,+334 93 76 30 30,infos@hotel-la-flore.fr,http://www.hotel-la-flore.fr, , ,"Surplombant l’une des plus belles rades du monde, l’hôtel est situé entre Nice et Monaco, et vous offre dans un cadre exceptionnel, un lieu idéal pour votre prochain séjour.
Salle de réunion/ Sèche cheveux.",3 étoiles,,7.305988,43.700797,,1,,,,,,,,,,,,,,,
741498,Hôtel Saint Michel,2000 avenue Olivula,Quartier St Michel,,6230,Villefranche-sur-Mer,6159,04 93 01 80 42,+334 93 01 80 42,hjaf06@orange.fr,http://www.hotel-saint-michel.com, , ,"A la mer comme à la campagne, accroché entre ciel et mer, à 380 mètres d'altitude, l'hôtel Saint-Michel prêche modestement pour l'authenticité, dans un hectare de verdure, la nature règne. Sèche cheveux.",,,7.337581,43.716177,,1,,,,,,,,,,,,,,,
741499,Hôtel Provençal,4 avenue Maréchal Joffre,,,6230,Villefranche-sur-Mer,6159,04 93 76 53 53,+334 93 76 53 53,provencal@riviera.fr,http://www.hotelleprovencal.fr/, , ,"Le Provençal est un hôtel familial et convivial, tenu par la même famille depuis 4 générations. Idéalement situé face à la baie de Villefranche-sur-Mer et surplombant les jardins de la Citadelle. 
Accueil nuit/ Sèche cheveux.",2 étoiles,,7.309454,43.702989,,1,,,,,,,,,,,,,,,
741500,Hôtel La Villa Patricia,310 avenue de l’Ange Gardien,Pont Saint Jean,,6230,Villefranche-sur-Mer,6159,06 79 83 30 28,+336 79 83 30 28,hotel.lavillapatricia@gmail.com,http://www.hotel-patricia.riviera.fr, , ,"Situé entre Villefranche-sur-Mer, Saint Jean Cap Ferrat et Beaulieu-sur-mer, La Villa Patricia est un petit hôtel de charme à 5 minutes à pied des plages et à 15 minutes à pied des commerces et restaurants.
Sèche cheveux/ Hébergement insonorisé.",2 étoiles,,7.324773,43.701893,,1,,,,,,,,,,,,,,,
741501,Hôtel La Fiancée du Pirate,8 bd de la Corne d'Or,,,6230,Villefranche-sur-Mer,6159,04 93 76 67 40,+334 93 76 67 40,info@fianceedupirate.com,http://www.fianceedupirate.com, , ,"Nous vous proposons des chambres climatisées spacieuses, confortables et joliment décorées, une piscine sécurisée à l’ombre des palmiers et une magnifique vue sur la mer et la baie de Villefranche-sur-Mer depuis la terrasse du petit-déjeuner.",3 étoiles,,7.302258,43.706776,,1,,,,,,,,,,,,,,,
